Source 	 Sink 	 Weight
 ADBE 	 L 	 1.081049
 ADBE 	 LB 	 1.199551
 ADBE 	 LEG 	 1.068637
 ADBE 	 LEN 	 1.114461
 ADBE 	 LH 	 1.122117
 ADBE 	 LKQ 	 1.096083
 ADBE 	 LLL 	 1.174547
 ADBE 	 LLY 	 1.191516
 ADBE 	 LMT 	 1.184103
 ADBE 	 LNC 	 1.066752
 ADBE 	 LNT 	 1.350385
 ADBE 	 LOW 	 1.073672
 ADBE 	 LRCX 	 1.046655
 ADBE 	 LUK 	 1.105513
 ADBE 	 LUV 	 1.152008
 ADBE 	 LVLT 	 1.050409
 ADBE 	 LYB 	 1.200849
 ADBE 	 M 	 1.265123
 ADBE 	 MA 	 0.9508578
 ADBE 	 MAA 	 1.174147
 ADBE 	 MAC 	 1.189037
 ADBE 	 MAR 	 1.080548
 ADBE 	 MAS 	 1.075997
 ADBE 	 MAT 	 1.219564
 ADBE 	 MCD 	 1.094284
 ADBE 	 MCHP 	 1.055869
 ADBE 	 MCK 	 1.237923
 ADBE 	 MCO 	 1.000551
 ADBE 	 MDLZ 	 1.105932
 ADBE 	 MDT 	 1.064505
 ADBE 	 MET 	 1.089419
 ADBE 	 MHK 	 1.032938
 ADBE 	 MJN 	 1.181735
 ADBE 	 MKC 	 1.122165
 ADBE 	 MLM 	 1.138568
 ADBE 	 MMC 	 0.9961878
 ADBE 	 MMM 	 1.064784
 ADBE 	 MNK 	 1.269154
 ADBE 	 MNST 	 1.274583
 ADBE 	 MO 	 1.155012
 ADBE 	 MON 	 1.167595
 ADBE 	 MOS 	 1.280266
 ADBE 	 MPC 	 1.230123
 ADBE 	 MRK 	 1.153333
 ADBE 	 MRO 	 1.21087
 ADBE 	 MS 	 1.047762
 ADBE 	 MSFT 	 0.98
 ADBE 	 MSI 	 1.134773
 ADBE 	 MTB 	 1.120716
 ADBE 	 MTD 	 1.049419
 ADBE 	 MU 	 1.139396
 ADBE 	 MUR 	 1.243722
 ADBE 	 MYL 	 1.215713
 ADBE 	 NAVI 	 1.215428
 ADBE 	 NBL 	 1.218216
 ADBE 	 NDAQ 	 1.063756
 ADBE 	 NEE 	 1.225652
 ADBE 	 NEM 	 1.397973
 ADBE 	 NFLX 	 1.339003
 ADBE 	 NFX 	 1.192033
 ADBE 	 NI 	 1.338716
 ADBE 	 NKE 	 1.24768
 ADBE 	 NLSN 	 1.101943
 ADBE 	 NOC 	 1.117297
 ADBE 	 NOV 	 1.268502
 ADBE 	 NRG 	 1.283396
 ADBE 	 NSC 	 1.190765
 ADBE 	 NTAP 	 1.186058
 ADBE 	 NTRS 	 1.055628
 ADBE 	 NUE 	 1.155673
 ADBE 	 NVDA 	 1.139011
 ADBE 	 NWL 	 1.100388
 ADBE 	 NWS 	 1.086123
 ADBE 	 NWSA 	 1.067712
 ADBE 	 O 	 1.253275
 ADBE 	 OKE 	 1.202903
 ADBE 	 OMC 	 1.041001
 ADBE 	 ORCL 	 1.040622
 ADBE 	 ORLY 	 1.082346
 ADBE 	 OXY 	 1.18071
 ADBE 	 PAYX 	 1.009681
 ADBE 	 PBCT 	 1.126535
 ADBE 	 PCAR 	 1.117327
 ADBE 	 PCG 	 1.223097
 ADBE 	 PCLN 	 1.059616
 ADBE 	 PDCO 	 1.166031
 ADBE 	 PEG 	 1.2451
 ADBE 	 PEP 	 1.107908
 ADBE 	 PFE 	 1.150012
 ADBE 	 PFG 	 1.047056
 ADBE 	 PG 	 1.147289
 ADBE 	 PGR 	 1.080507
 ADBE 	 PH 	 1.128161
 ADBE 	 PHM 	 1.155849
 ADBE 	 PKI 	 0.9921953
 ADBE 	 PLD 	 1.102314
 ADBE 	 PM 	 1.14531
 ADBE 	 PNC 	 1.067062
 ADBE 	 PNR 	 1.126994
 ADBE 	 PNW 	 1.224032
 ADBE 	 PPG 	 1.229906
 ADBE 	 PPL 	 1.203951
 ADBE 	 PRGO 	 1.254621
 ADBE 	 PRU 	 1.054632
 ADBE 	 PSA 	 1.143636
 ADBE 	 PSX 	 1.123873
 ADBE 	 PVH 	 1.160682
 ADBE 	 PWR 	 1.236804
 ADBE 	 PX 	 1.119159
 ADBE 	 PXD 	 1.170672
 ADBE 	 QCOM 	 1.180333
 ADBE 	 R 	 1.129199
 ADBE 	 RAI 	 1.265831
 ADBE 	 RCL 	 1.100545
 ADBE 	 REG 	 1.181961
 ADBE 	 REGN 	 1.163862
 ADBE 	 RF 	 1.119803
 ADBE 	 RHI 	 1.146862
 ADBE 	 RHT 	 0.9883134
 ADBE 	 RIG 	 1.325522
 ADBE 	 RJF 	 1.068487
 ADBE 	 RL 	 1.207813
 ADBE 	 ROK 	 1.09839
 ADBE 	 ROP 	 1.066692
 ADBE 	 ROST 	 1.292302
 ADBE 	 RRC 	 1.317983
 ADBE 	 RSG 	 1.121851
 ADBE 	 RTN 	 1.15616
 ADBE 	 SBUX 	 1.259237
 ADBE 	 SCG 	 1.254521
 ADBE 	 SCHW 	 1.060085
 ADBE 	 SEE 	 1.111477
 ADBE 	 SHW 	 1.110632
 ADBE 	 SIG 	 1.199148
 ADBE 	 SJM 	 1.209853
 ADBE 	 SLB 	 1.20341
 ADBE 	 SLG 	 1.123907
 ADBE 	 SNA 	 1.030639
 ADBE 	 SNI 	 1.245401
 ADBE 	 SNPS 	 0.9751809
 ADBE 	 SO 	 1.282623
 ADBE 	 SPG 	 1.192617
 ADBE 	 SPGI 	 0.9924996
 ADBE 	 SPLS 	 1.249691
 ADBE 	 SRCL 	 1.216225
 ADBE 	 SRE 	 1.160667
 ADBE 	 STI 	 1.085178
 ADBE 	 STT 	 1.074326
 ADBE 	 STX 	 1.222313
 ADBE 	 STZ 	 1.065584
 ADBE 	 SWK 	 1.021376
 ADBE 	 SWKS 	 1.089453
 ADBE 	 SYK 	 1.046656
 ADBE 	 SYMC 	 1.126808
 ADBE 	 SYY 	 1.166002
 ADBE 	 T 	 1.180745
 ADBE 	 TAP 	 1.154023
 ADBE 	 TDC 	 1.186653
 ADBE 	 TDG 	 1.133686
 ADBE 	 TEL 	 1.013437
 ADBE 	 TGNA 	 1.153346
 ADBE 	 TGT 	 1.228089
 ADBE 	 TIF 	 1.13362
 ADBE 	 TJX 	 1.113372
 ADBE 	 TMK 	 1.219987
 ADBE 	 TMO 	 1.010322
 ADBE 	 TRIP 	 1.166326
 ADBE 	 TROW 	 1.082634
 ADBE 	 TRV 	 1.101385
 ADBE 	 TSCO 	 1.125789
 ADBE 	 TSN 	 1.285477
 ADBE 	 TSO 	 1.170504
 ADBE 	 TSS 	 1.068799
 ADBE 	 TWX 	 1.193581
 ADBE 	 TXN 	 1.048003
 ADBE 	 TXT 	 1.114504
 ADBE 	 UAA 	 1.234045
 ADBE 	 UAL 	 1.201705
 ADBE 	 UDR 	 1.162164
 ADBE 	 UHS 	 1.203259
 ADBE 	 ULTA 	 1.15717
 ADBE 	 UNH 	 1.103821
 ADBE 	 UNM 	 1.125237
 ADBE 	 UNP 	 1.280846
 ADBE 	 UPS 	 1.094773
 ADBE 	 URI 	 1.191656
 ADBE 	 USB 	 1.04431
 ADBE 	 UTX 	 1.075272
 ADBE 	 V 	 1.319353
 ADBE 	 VAR 	 1.091886
 ADBE 	 VFC 	 1.103153
 ADBE 	 VIAB 	 1.206462
 ADBE 	 VLO 	 1.151377
 ADBE 	 VMC 	 1.09932
 ADBE 	 VNO 	 1.159924
 ADBE 	 VRSK 	 1.079213
 ADBE 	 VRSN 	 1.087629
 ADBE 	 VRTX 	 1.181168
 ADBE 	 VTR 	 1.212994
 ADBE 	 VZ 	 1.172112
 ADBE 	 WAT 	 1.07487
 ADBE 	 WBA 	 1.10673
 ADBE 	 WDC 	 1.138422
 ADBE 	 WEC 	 1.272751
 ADBE 	 WFC 	 1.086858
 ADBE 	 WFM 	 1.27897
 ADBE 	 WHR 	 1.137304
 ADBE 	 WM 	 1.149601
 ADBE 	 WMB 	 1.177412
 ADBE 	 WMT 	 1.239795
 ADBE 	 WU 	 1.109987
 ADBE 	 WY 	 1.079642
 ADBE 	 WYN 	 1.112377
 ADBE 	 WYNN 	 1.239842
 ADBE 	 XEC 	 1.205872
 ADBE 	 XEL 	 1.247247
 ADBE 	 XL 	 1.136942
 ADBE 	 XLNX 	 1.077971
 ADBE 	 XOM 	 1.189695
 ADBE 	 XRAY 	 1.089708
 ADBE 	 XRX 	 1.172928
 ADBE 	 XYL 	 1.079228
 ADBE 	 YHOO 	 1.112002
 ADBE 	 YUM 	 1.11973
 ADBE 	 ZBH 	 1.113123
 ADBE 	 ZION 	 1.129853
 ADBE 	 ZTS 	 1.155313
 ADI 	 ADM 	 1.152423
 ADI 	 ADP 	 1.049197
 ADI 	 ADS 	 1.144884
 ADI 	 ADSK 	 1.086067
 ADI 	 AEE 	 1.305857
 ADI 	 AEP 	 1.291951
 ADI 	 AES 	 1.185245
 ADI 	 AET 	 1.172816
 ADI 	 AFL 	 1.076681
 ADI 	 AGN 	 1.193307
 ADI 	 AIG 	 1.108375
 ADI 	 AIV 	 1.236373
 ADI 	 AIZ 	 1.168212
 ADI 	 AJG 	 1.062648
 ADI 	 AKAM 	 1.155875
 ADI 	 ALB 	 1.128637
 ADI 	 ALK 	 1.273433
 ADI 	 ALL 	 1.160569
 ADI 	 ALLE 	 1.039236
 ADI 	 ALXN 	 1.164749
 ADI 	 AMAT 	 0.9194109
 ADI 	 AMD 	 1.176849
 ADI 	 AME 	 1.02743
 ADI 	 AMG 	 1.028499
 ADI 	 AMGN 	 1.083504
 ADI 	 AMP 	 1.0179
 ADI 	 AMT 	 1.170863
 ADI 	 AMZN 	 1.226974
 ADI 	 AN 	 1.11608
 ADI 	 ANTM 	 1.175293
 ADI 	 AON 	 1.03236
 ADI 	 APA 	 1.164105
 ADI 	 APC 	 1.175958
 ADI 	 APD 	 1.104767
 ADI 	 APH 	 1.158408
 ADI 	 ARE 	 1.215611
 ADI 	 ARNC 	 1.282127
 ADI 	 ATVI 	 1.119265
 ADI 	 AVB 	 1.257882
 ADI 	 AVGO 	 0.8521252
 ADI 	 AVY 	 1.030153
 ADI 	 AWK 	 1.319624
 ADI 	 AXP 	 1.111786
 ADI 	 AYI 	 1.180595
 ADI 	 AZO 	 1.165278
 ADI 	 BA 	 1.101891
 ADI 	 BAC 	 1.022213
 ADI 	 BAX 	 1.298209
 ADI 	 BBBY 	 1.165832
 ADI 	 BBT 	 1.021689
 ADI 	 BBY 	 1.234201
 ADI 	 BCR 	 1.194118
 ADI 	 BDX 	 1.116566
 ADI 	 BEN 	 1.024119
 ADI 	 BF.B 	 1.319264
 ADI 	 BHI 	 1.158393
 ADI 	 BIIB 	 1.166078
 ADI 	 BK 	 0.9992757
 ADI 	 BLK 	 0.985764
 ADI 	 BLL 	 1.086503
 ADI 	 BMY 	 1.226537
 ADI 	 BRK.B 	 1.035128
 ADI 	 BSX 	 1.154218
 ADI 	 BWA 	 1.06683
 ADI 	 BXP 	 1.178271
 ADI 	 C 	 1.021446
 ADI 	 CA 	 1.022636
 ADI 	 CAG 	 1.268667
 ADI 	 CAH 	 1.189039
 ADI 	 CAT 	 1.059803
 ADI 	 CB 	 1.090725
 ADI 	 CBG 	 1.067274
 ADI 	 CBOE 	 1.260848
 ADI 	 CBS 	 1.119341
 ADI 	 CCI 	 1.228672
 ADI 	 CCL 	 1.091734
 ADI 	 CELG 	 1.247651
 ADI 	 CERN 	 1.169378
 ADI 	 CF 	 1.364367
 ADI 	 CHD 	 1.335097
 ADI 	 CHK 	 1.235765
 ADI 	 CHRW 	 1.185884
 ADI 	 CHTR 	 1.220847
 ADI 	 CI 	 1.19138
 ADI 	 CINF 	 1.091191
 ADI 	 CL 	 1.153578
 ADI 	 CLX 	 1.22893
 ADI 	 CMA 	 1.055139
 ADI 	 CMCSA 	 1.304758
 ADI 	 CME 	 1.191407
 ADI 	 CMG 	 1.358451
 ADI 	 CMI 	 1.074738
 ADI 	 CMS 	 1.324222
 ADI 	 CNC 	 1.283303
 ADI 	 CNP 	 1.219527
 ADI 	 COF 	 1.056468
 ADI 	 COG 	 1.239086
 ADI 	 COH 	 1.175342
 ADI 	 COL 	 1.099341
 ADI 	 COO 	 1.141011
 ADI 	 COP 	 1.169976
 ADI 	 COST 	 1.208254
 ADI 	 COTY 	 1.248068
 ADI 	 CPB 	 1.242172
 ADI 	 CRM 	 1.108721
 ADI 	 CSCO 	 0.9928664
 ADI 	 CSX 	 1.117194
 ADI 	 CTAS 	 1.104081
 ADI 	 CTL 	 1.206867
 ADI 	 CTSH 	 1.099762
 ADI 	 CTXS 	 1.156231
 ADI 	 CVS 	 1.219722
 ADI 	 CVX 	 1.131859
 ADI 	 CXO 	 1.184437
 ADI 	 D 	 1.283545
 ADI 	 DAL 	 1.13054
 ADI 	 DD 	 1.153989
 ADI 	 DE 	 1.163833
 ADI 	 DFS 	 1.056134
 ADI 	 DG 	 1.268271
 ADI 	 DGX 	 1.082742
 ADI 	 DHI 	 1.117492
 ADI 	 DHR 	 1.093048
 ADI 	 DIS 	 1.109818
 ADI 	 DISCA 	 1.253725
 ADI 	 DISCK 	 1.255685
 ADI 	 DISH 	 1.117925
 ADI 	 DLPH 	 1.046961
 ADI 	 DLR 	 1.236889
 ADI 	 DLTR 	 1.227516
 ADI 	 DOV 	 1.085664
 ADI 	 DOW 	 1.103197
 ADI 	 DPS 	 1.251838
 ADI 	 DRI 	 1.251953
 ADI 	 DTE 	 1.301055
 ADI 	 DUK 	 1.312489
 ADI 	 DVA 	 1.183942
 ADI 	 DVN 	 1.171001
 ADI 	 DXC 	 1.311121
 ADI 	 EA 	 1.124587
 ADI 	 EBAY 	 1.290108
 ADI 	 ECL 	 1.043232
 ADI 	 ED 	 1.363837
 ADI 	 EFX 	 1.067444
 ADI 	 EIX 	 1.313483
 ADI 	 EL 	 1.156646
 ADI 	 EMN 	 1.071561
 ADI 	 EMR 	 1.052868
 ADI 	 EOG 	 1.174456
 ADI 	 EQIX 	 1.149587
 ADI 	 EQR 	 1.257977
 ADI 	 EQT 	 1.209672
 ADI 	 ES 	 1.329129
 ADI 	 ESRX 	 1.180833
 ADI 	 ESS 	 1.242985
 ADI 	 ETFC 	 1.029438
 ADI 	 ETN 	 1.051023
 ADI 	 ETR 	 1.321561
 ADI 	 EVHC 	 1.326779
 ADI 	 EW 	 1.290373
 ADI 	 EXC 	 1.247536
 ADI 	 EXPD 	 1.107329
 ADI 	 EXPE 	 1.145524
 ADI 	 EXR 	 1.253975
 ADI 	 F 	 1.111951
 ADI 	 FAST 	 1.074885
 ADI 	 FB 	 1.157196
 ADI 	 FBHS 	 1.038748
 ADI 	 FCX 	 1.172151
 ADI 	 FDX 	 1.04093
 ADI 	 FE 	 1.265031
 ADI 	 FFIV 	 1.077651
 ADI 	 FIS 	 1.081134
 ADI 	 FISV 	 1.001925
 ADI 	 FITB 	 1.044697
 ADI 	 FL 	 1.251797
 ADI 	 FLIR 	 1.086889
 ADI 	 FLR 	 1.087451
 ADI 	 FLS 	 1.121209
 ADI 	 FMC 	 1.092074
 ADI 	 FOX 	 1.137893
 ADI 	 FOXA 	 1.135864
 ADI 	 FRT 	 1.2046
 ADI 	 FTI 	 1.143375
 ADI 	 GD 	 1.052084
 ADI 	 GE 	 1.058687
 ADI 	 GGP 	 1.214374
 ADI 	 GILD 	 1.193563
 ADI 	 GIS 	 1.193845
 ADI 	 GLW 	 1.012802
 ADI 	 GM 	 1.101849
 ADI 	 GOOG 	 1.15441
 ADI 	 GOOGL 	 1.157158
 ADI 	 GPC 	 1.029667
 ADI 	 GPN 	 1.263865
 ADI 	 GPS 	 1.263472
 ADI 	 GRMN 	 1.112684
 ADI 	 GS 	 1.039307
 ADI 	 GT 	 1.069662
 ADI 	 GWW 	 1.150473
 ADI 	 HAL 	 1.133001
 ADI 	 HAS 	 1.176747
 ADI 	 HBAN 	 1.071923
 ADI 	 HBI 	 1.340727
 ADI 	 HCA 	 1.207433
 ADI 	 HCN 	 1.310306
 ADI 	 HCP 	 1.285557
 ADI 	 HD 	 1.081928
 ADI 	 HES 	 1.163339
 ADI 	 HIG 	 1.087531
 ADI 	 HOG 	 1.179346
 ADI 	 HOLX 	 1.118746
 ADI 	 HON 	 0.988968
 ADI 	 HP 	 1.197862
 ADI 	 HPQ 	 1.228259
 ADI 	 HRB 	 1.236967
 ADI 	 HRL 	 1.316217
 ADI 	 HRS 	 1.042508
 ADI 	 HSIC 	 1.112743
 ADI 	 HST 	 1.109027
 ADI 	 HSY 	 1.251649
 ADI 	 HUM 	 1.260942
 ADI 	 IBM 	 1.095206
 ADI 	 ICE 	 1.355032
 ADI 	 IDXX 	 1.318694
 ADI 	 IFF 	 1.102061
 ADI 	 ILMN 	 1.157712
 ADI 	 INCY 	 1.176955
 ADI 	 INTC 	 0.9536963
 ADI 	 INTU 	 1.068422
 ADI 	 IP 	 1.092972
 ADI 	 IPG 	 1.076308
 ADI 	 IR 	 1.059069
 ADI 	 IRM 	 1.207934
 ADI 	 ISRG 	 1.229866
 ADI 	 IT 	 1.117925
 ADI 	 ITW 	 0.9709981
 ADI 	 IVZ 	 1.007058
 ADI 	 JBHT 	 1.090871
 ADI 	 JCI 	 1.103804
 ADI 	 JEC 	 1.092608
 ADI 	 JNJ 	 1.135886
 ADI 	 JNPR 	 1.115879
 ADI 	 JPM 	 1.02469
 ADI 	 JWN 	 1.238885
 ADI 	 K 	 1.23914
 ADI 	 KEY 	 1.056476
 ADI 	 KIM 	 1.225502
 ADI 	 KLAC 	 1.061087
 ADI 	 KMB 	 1.185437
 ADI 	 KMI 	 1.185459
 ADI 	 KMX 	 1.110089
 ADI 	 KO 	 1.220209
 ADI 	 KORS 	 1.286528
 ADI 	 KR 	 1.364994
 ADI 	 KSS 	 1.277558
 ADI 	 KSU 	 1.100177
 ADI 	 L 	 1.034674
 ADI 	 LB 	 1.238255
 ADI 	 LEG 	 1.087621
 ADI 	 LEN 	 1.098322
 ADI 	 LH 	 1.160333
 ADI 	 LKQ 	 1.106552
 ADI 	 LLL 	 1.176154
 ADI 	 LLY 	 1.236483
 ADI 	 LMT 	 1.163039
 ADI 	 LNC 	 1.034482
 ADI 	 LNT 	 1.386541
 ADI 	 LOW 	 1.102906
 ADI 	 LRCX 	 0.8668596
 ADI 	 LUK 	 1.080015
 ADI 	 LUV 	 1.189813
 ADI 	 LVLT 	 1.092664
 ADI 	 LYB 	 1.113711
 ADI 	 M 	 1.258345
 ADI 	 MA 	 1.022057
 ADI 	 MAA 	 1.26067
 ADI 	 MAC 	 1.259705
 ADI 	 MAR 	 1.059331
 ADI 	 MAS 	 1.08279
 ADI 	 MAT 	 1.225248
 ADI 	 MCD 	 1.176031
 ADI 	 MCHP 	 0.7249907
 ADI 	 MCK 	 1.252489
 ADI 	 MCO 	 1.002419
 ADI 	 MDLZ 	 1.151142
 ADI 	 MDT 	 1.141692
 ADI 	 MET 	 1.054169
 ADI 	 MHK 	 1.068251
 ADI 	 MJN 	 1.225492
 ADI 	 MKC 	 1.153999
 ADI 	 MLM 	 1.159825
 ADI 	 MMC 	 1.014137
 ADI 	 MMM 	 1.025557
 ADI 	 MNK 	 1.262844
 ADI 	 MNST 	 1.335683
 ADI 	 MO 	 1.21705
 ADI 	 MON 	 1.129799
 ADI 	 MOS 	 1.166629
 ADI 	 MPC 	 1.238385
 ADI 	 MRK 	 1.147114
 ADI 	 MRO 	 1.171423
 ADI 	 MS 	 1.027166
 ADI 	 MSFT 	 1.05779
 ADI 	 MSI 	 1.080408
 ADI 	 MTB 	 1.043706
 ADI 	 MTD 	 1.043479
 ADI 	 MU 	 1.008239
 ADI 	 MUR 	 1.175921
 ADI 	 MYL 	 1.217698
 ADI 	 NAVI 	 1.151921
 ADI 	 NBL 	 1.199206
 ADI 	 NDAQ 	 1.118532
 ADI 	 NEE 	 1.281141
 ADI 	 NEM 	 1.375888
 ADI 	 NFLX 	 1.356444
 ADI 	 NFX 	 1.194534
 ADI 	 NI 	 1.360268
 ADI 	 NKE 	 1.308938
 ADI 	 NLSN 	 1.149506
 ADI 	 NOC 	 1.140102
 ADI 	 NOV 	 1.17558
 ADI 	 NRG 	 1.254095
 ADI 	 NSC 	 1.091918
 ADI 	 NTAP 	 1.104368
 ADI 	 NTRS 	 1.035753
 ADI 	 NUE 	 1.063977
 ADI 	 NVDA 	 1.023778
 ADI 	 NWL 	 1.120486
 ADI 	 NWS 	 1.092523
 ADI 	 NWSA 	 1.080068
 ADI 	 O 	 1.328405
 ADI 	 OKE 	 1.205793
 ADI 	 OMC 	 1.036306
 ADI 	 ORCL 	 1.024786
 ADI 	 ORLY 	 1.15783
 ADI 	 OXY 	 1.142218
 ADI 	 PAYX 	 1.03428
 ADI 	 PBCT 	 1.082585
 ADI 	 PCAR 	 1.024609
 ADI 	 PCG 	 1.310869
 ADI 	 PCLN 	 1.131776
 ADI 	 PDCO 	 1.271149
 ADI 	 PEG 	 1.287639
 ADI 	 PEP 	 1.189275
 ADI 	 PFE 	 1.113289
 ADI 	 PFG 	 1.010274
 ADI 	 PG 	 1.147413
 ADI 	 PGR 	 1.097043
 ADI 	 PH 	 1.047577
 ADI 	 PHM 	 1.119053
 ADI 	 PKI 	 1.046513
 ADI 	 PLD 	 1.162461
 ADI 	 PM 	 1.194604
 ADI 	 PNC 	 1.018371
 ADI 	 PNR 	 1.09689
 ADI 	 PNW 	 1.303327
 ADI 	 PPG 	 1.253216
 ADI 	 PPL 	 1.242741
 ADI 	 PRGO 	 1.271904
 ADI 	 PRU 	 1.034978
 ADI 	 PSA 	 1.224882
 ADI 	 PSX 	 1.123378
 ADI 	 PVH 	 1.218574
 ADI 	 PWR 	 1.172363
 ADI 	 PX 	 1.049048
 ADI 	 PXD 	 1.213693
 ADI 	 QCOM 	 1.081624
 ADI 	 R 	 1.05172
 ADI 	 RAI 	 1.298101
 ADI 	 RCL 	 1.146525
 ADI 	 REG 	 1.219331
 ADI 	 REGN 	 1.145941
 ADI 	 RF 	 1.072074
 ADI 	 RHI 	 1.145012
 ADI 	 RHT 	 1.097149
 ADI 	 RIG 	 1.250326
 ADI 	 RJF 	 1.040865
 ADI 	 RL 	 1.214838
 ADI 	 ROK 	 1.032054
 ADI 	 ROP 	 1.030445
 ADI 	 ROST 	 1.29662
 ADI 	 RRC 	 1.281285
 ADI 	 RSG 	 1.156841
 ADI 	 RTN 	 1.133778
 ADI 	 SBUX 	 1.317168
 ADI 	 SCG 	 1.301086
 ADI 	 SCHW 	 1.003551
 ADI 	 SEE 	 1.104697
 ADI 	 SHW 	 1.119406
 ADI 	 SIG 	 1.216117
 ADI 	 SJM 	 1.219389
 ADI 	 SLB 	 1.162175
 ADI 	 SLG 	 1.173549
 ADI 	 SNA 	 1.02876
 ADI 	 SNI 	 1.203361
 ADI 	 SNPS 	 0.9812225
 ADI 	 SO 	 1.339693
 ADI 	 SPG 	 1.239751
 ADI 	 SPGI 	 1.019355
 ADI 	 SPLS 	 1.225049
 ADI 	 SRCL 	 1.226869
 ADI 	 SRE 	 1.258045
 ADI 	 STI 	 1.039891
 ADI 	 STT 	 1.02877
 ADI 	 STX 	 1.130732
 ADI 	 STZ 	 1.185028
 ADI 	 SWK 	 1.069098
 ADI 	 SWKS 	 0.8614366
 ADI 	 SYK 	 1.080251
 ADI 	 SYMC 	 1.132124
 ADI 	 SYY 	 1.226535
 ADI 	 T 	 1.179752
 ADI 	 TAP 	 1.217359
 ADI 	 TDC 	 1.13615
 ADI 	 TDG 	 1.204534
 ADI 	 TEL 	 0.9292798
 ADI 	 TGNA 	 1.130128
 ADI 	 TGT 	 1.264938
 ADI 	 TIF 	 1.130764
 ADI 	 TJX 	 1.188528
 ADI 	 TMK 	 1.213708
 ADI 	 TMO 	 1.071688
 ADI 	 TRIP 	 1.148995
 ADI 	 TROW 	 1.049112
 ADI 	 TRV 	 1.12755
 ADI 	 TSCO 	 1.164615
 ADI 	 TSN 	 1.324242
 ADI 	 TSO 	 1.220266
 ADI 	 TSS 	 1.120786
 ADI 	 TWX 	 1.232615
 ADI 	 TXN 	 0.7213688
 ADI 	 TXT 	 1.081728
 ADI 	 UAA 	 1.28449
 ADI 	 UAL 	 1.207435
 ADI 	 UDR 	 1.244239
 ADI 	 UHS 	 1.214807
 ADI 	 ULTA 	 1.262248
 ADI 	 UNH 	 1.122146
 ADI 	 UNM 	 1.07183
 ADI 	 UNP 	 1.318403
 ADI 	 UPS 	 1.07804
 ADI 	 URI 	 1.12797
 ADI 	 USB 	 1.000912
 ADI 	 UTX 	 1.058241
 ADI 	 V 	 1.346567
 ADI 	 VAR 	 1.106887
 ADI 	 VFC 	 1.154338
 ADI 	 VIAB 	 1.161296
 ADI 	 VLO 	 1.19977
 ADI 	 VMC 	 1.123012
 ADI 	 VNO 	 1.1945
 ADI 	 VRSK 	 1.14528
 ADI 	 VRSN 	 1.119768
 ADI 	 VRTX 	 1.19227
 ADI 	 VTR 	 1.29268
 ADI 	 VZ 	 1.171596
 ADI 	 WAT 	 1.090613
 ADI 	 WBA 	 1.187068
 ADI 	 WDC 	 1.058567
 ADI 	 WEC 	 1.341911
 ADI 	 WFC 	 1.058277
 ADI 	 WFM 	 1.287771
 ADI 	 WHR 	 1.175961
 ADI 	 WM 	 1.147425
 ADI 	 WMB 	 1.223799
 ADI 	 WMT 	 1.296112
 ADI 	 WU 	 1.042563
 ADI 	 WY 	 1.105875
 ADI 	 WYN 	 1.126672
 ADI 	 WYNN 	 1.185137
 ADI 	 XEC 	 1.175051
 ADI 	 XEL 	 1.31581
 ADI 	 XL 	 1.140345
 ADI 	 XLNX 	 0.8538224
 ADI 	 XOM 	 1.11712
 ADI 	 XRAY 	 1.119798
 ADI 	 XRX 	 1.134755
 ADI 	 XYL 	 1.045636
 ADI 	 YHOO 	 1.167386
 ADI 	 YUM 	 1.202337
 ADI 	 ZBH 	 1.161146
 ADI 	 ZION 	 1.064688
 ADI 	 ZTS 	 1.154282
 ADM 	 ADP 	 1.117599
 ADM 	 ADS 	 1.231116
 ADM 	 ADSK 	 1.157968
 ADM 	 AEE 	 1.242972
 ADM 	 AEP 	 1.244377
 ADM 	 AES 	 1.093935
 ADM 	 AET 	 1.181392
 ADM 	 AFL 	 1.10292
 ADM 	 AGN 	 1.248214
 ADM 	 AIG 	 1.079873
 ADM 	 AIV 	 1.211722
 ADM 	 AIZ 	 1.201356
 ADM 	 AJG 	 1.106807
 ADM 	 AKAM 	 1.185832
 ADM 	 ALB 	 1.131301
 ADM 	 ALK 	 1.360337
 ADM 	 ALL 	 1.169612
 ADM 	 ALLE 	 1.122561
 ADM 	 ALXN 	 1.207637
 ADM 	 AMAT 	 1.16379
 ADM 	 AMD 	 1.189766
 ADM 	 AME 	 1.05307
 ADM 	 AMG 	 1.009957
 ADM 	 AMGN 	 1.176328
 ADM 	 AMP 	 1.075921
 ADM 	 AMT 	 1.107036
 ADM 	 AMZN 	 1.226066
 ADM 	 AN 	 1.094643
 ADM 	 ANTM 	 1.215554
 ADM 	 AON 	 1.060646
 ADM 	 APA 	 1.111722
 ADM 	 APC 	 1.088086
 ADM 	 APD 	 1.104457
 ADM 	 APH 	 1.26174
 ADM 	 ARE 	 1.208941
 ADM 	 ARNC 	 1.324515
 ADM 	 ATVI 	 1.242972
 ADM 	 AVB 	 1.231019
 ADM 	 AVGO 	 1.188503
 ADM 	 AVY 	 1.110101
 ADM 	 AWK 	 1.249772
 ADM 	 AXP 	 1.189126
 ADM 	 AYI 	 1.210988
 ADM 	 AZO 	 1.234364
 ADM 	 BA 	 1.089664
 ADM 	 BAC 	 1.08486
 ADM 	 BAX 	 1.329197
 ADM 	 BBBY 	 1.18443
 ADM 	 BBT 	 1.070689
 ADM 	 BBY 	 1.248782
 ADM 	 BCR 	 1.233935
